id,uid,title,score,date,content
,,"Really nice mix of information about Singapore, its history and its culture",4.0,,"The history gallery really brings to life the story of this small but impressive nation, ""living"" exhibitions cover various aspects of Singapore's past and present."
,,Interesting insight into Singapore history,3.0,,"Great exhibit showing the history of Singapore, with supporting handheld sound system. Not much else there to look at, although a fine building."
,,enjoyable visit.,5.0,,Enjoyed the building and all the current exhibitions.
,,National Museum - Lóuvre,5.0,,"A wonderful, spacious and well-appointed museum in Singapore; Favourite feature was the recent Impressionist paintings from the Lóuvre - thank you for bringing these to Singapore!"
,,Learn the history of Singapore,4.0,,An audio guide is included with your admission fee. I learned so much about the history of Singapore. It's so large that I needed another day to see it all. I had to skip a lot of the audio guide toward the end because it was just too long.
,,Superb Blend of Old and New,5.0,,A colonial building is attached to a state of the art glass museum. Very well done exhibits tell the story of the city state from the beginning. Great content.
,,Great Museum,5.0,,Beatifully laid out in a stunning Old Colonial building with sympathetic modern additions very interactive and takes a good couple of hours to do it justice.
,,A great insight into the Singapore history and culture!!!,5.0,,We went to see the Titanic Centenary Exhibition but also saw a lot about Singapore's history and were most impressed.
,,History of Singapore very well presented,5.0,,"The History Gallery would take a long time to see everything. I visited after seeing the ""In the Mood for Cheongsam"" exhibition and spent 1.5 hours before I needed to sit down. Will go back and do more next time.. Don't miss this exhibition.."
,,Very well done,5.0,,Excellent introduction to how life was in the various periods of Singapore's history.
,,Unexpected treasure,5.0,,This attraction was not really an essential part of my itinerary for my 5-day trip to Singapore. I included it because it was close to my centrally located hotel and I like museums. So it was supposed to fill any gap caused by a sudden and expected Singapore torrential downpour that made outdoor stuff unviable. My expectations were not that high. My disappointment came when I realised I hadn`t allocated enough time for it. It is a great museum! The building is old and looks impressive but the museum itself has a modern perspective in showing its exhibits. I chose to rent a headset and control device which makes the museum a great interactive experience and means a guide is not necessary. Singapore is a young country so many of the exhibits concentrate on its recent history (especially World War II) which also appealed to me. It turned out to be one of the highlights of my visit. Don`t miss it!
,,"If you like history, this is a good choice",3.0,,"The walk through history made this museum worthwhile. But, if you are looking for art, there's not a lot to offer."
,,Enriching experience!,5.0,,"It's nice to learn other countries' beginnings. I was able to learn a lot of things about the history of Singapore when I visited this place - from the country's humble experience to where it is now.

For only 10 SGD, my friend and I were able to go around and explore the rich culture of this country. It is best to ask for a recorder that you can just press per station to hear the the history of the one on display. I felt that i have learned a lot while i choose which display i'd like to look at. It's different from other areas where a guide will tour you around. At least in this way, you have control on what you want to know."
,,History in 3-d,4.0,,Very thorough and informative. Lay out is a bit confusing.
,,Needs plenty of time,4.0,,There is a lot to see in parts of this museum. As to be expected it concentrates purely on history of Singapore. The free electronic guided tour devices are very good. But some times you found yourself staring at a single painting listening to a very long description/story. If listen to allow it it will take quite a few hours. Entrance fee was reasonable and there is a small cafe for lunch if so desired.
,,Great for kids,5.0,,Excellent set up and personal complimentary audio tour worked well for all ages
,,Worth spending 1.5 to 2 Hrs,4.0,,"The place has a nice ambiance. One can learn more about Singapore by visiting this place. The audio guide is nice and quite informative. It opens at 10 am, so charges are reasonable too. The section on dress and food etc may not offer a great exhibit or information to most of the visitors. However, the main area offering historical walk-through is nice. So in case one has less time you know what to do."
,,Tracing The History Of Singapore,3.0,,"As the oldest and most well-known museum in Singapore, the National Museum Of Singapore traces the history of Singapore from its founding, till the modern age.

Several noteworthy points of interest stand out in the architectural design of the National Museum Of Singapore. The building is an amalgamation of both old and new. The old is represented by the colonial exterior at the front. Step inside, and immediately, you'll see the beauty of the Rotunda, with its restored stained glass. Climb the colonial staircase, and you'll be standing in the Glass Passage, which allows a view of the Dome.

Venture further in, and you'll come into the Concourse, which links the old section with the new. Also here is the Canyon, with its high walls and ample space.

The National Museum Of Singapore features several permanent exhibitions. The Singapore History Gallery, at the Concourse, is the main attraction here, and traces the history of Singapore. The 'tour' is interactive, as visitors are given an audio headset, which provides an audio commentary as you walk around the various displays. You can choose from 2 paths, an event path which traces well known events, and a personal path, which gives an individual perspective on history.

Stepping into the Singapore History Gallery, the first stop visitors come across is the 360 degree 'Day in the Life of Singapore'. You then descend the spiral ramp to the rest of the gallery. In order, the sections include the 14th Century (and features the Singapore Stone), the Founding of Modern Singapore (with a portrait of Sir Stamford Raffles), Straits Settlement, Crown Colony, Battle of Singapore, Japanese Occupation, Post-War Period, Self-Governance, Merger, and Road to Independence.

The other permanent exhibitions at the National Museum Of Singapore include the Living Galleries of Film & Wayang, Photography, Food, Fashion, and the Goh Seng Choo Gallery which features the William Farquhar Collection of Natural History Drawings.

Other noteworthy points of interest around include these sculptures:

20 Tonnes (Outside Front, 1st Level),

Seeds (Outside Front, 1st Level),

The Living World (Outside Front, 1st Level),

Transformation (Outside Back, 1st Level),

Pedas Pedas (Chilli) (Outside Back, 3rd Level),

Contours Of A Rich Manoeuvre (Swinging Lamps at the Concourse),

and The Building Remembers / Remembering The Building (Wall of the Concourse).

The current temporary exhibition is In the Mood for Cheongsam: Modernity & Singapore Women, at the Basement's Exhibition Gallery 1. This features the history of Cheongsams, how to make a Cheongsam, and famous Cheongsam wearers in Singapore.

If all the exploring has made you hungry, stop by the Novus Cafe at the Concourse, which offers snacks.

I loved my visit, although I did feel that the Living Galleries were underwhelming, as compared to the History Gallery.

If you're planning a visit, do note that ticket prices for admission costs SGD $10, and allocate around 1 to 4 hours for a visit."
,,Museum and Fort Canning Gardens,5.0,,"We did not originally plan to visit the Museum but ""stumbled"" upon it after visiting the Battle Box in the Canning Gardens. This is worth a look too. The Museum has about 4 floors and very interactive. Lots of stories to listen to on the exhibits, so suggest that you allow yourself at least 4 hours. There are a few eateries inside too - looked and smelled very inviting."
,,Interesting,5.0,,"Must visit. Good to learn about about Singapore history and there is sections on clothes,cooking instruments and preservation of food,etc. very diverse things you can find in this museum which is great."
,,Very informative,5.0,,A great way to get to know a bit about the history of Singapore
,,very good for a rainy day,4.0,,"Very interesting museum located in walking distance to Orchad Road mainly about the history of singapore. Many different exibitions, all very intersting (great was the colorful exibition about the food in singapore). Everything was modern with high tech equipment (you could watchto many films and listen to audio informations) quite impressive and very entertaining. You can spend easily more than 3 hours in the main exibition. There is a nice restaurant for a little break."
,,2.5 hour power tour,5.0,,"For the trip to the Singapore Historical Museum, Alex navigated to the closest MRT stop only a few blocks away from our lunch location, and very shortly we were within walking distance to the Singapore Historical Museum. The key for day travelling in this region is to plan for air con sites and air con modes of transportation to get there and Alex did well. When arrived at the museum, I had not overheated and was ready to enjoy some history immediately. The day pass was $10 Sing and I wish we would have had more energy to spend the day exploring. We stayed about two and one-half hours which included the introduction and walking through personal histories which we played on personal audio players. This allowed the three of us to do each minuet together and discus after. We also visited a smaller section of the museum that offered the food history of Singapore, and with all the eating we had planned, who could pass that up!"
,,A must go,5.0,,"Take the time, even if not your thing to do. Wonderful, informative, peaceful, amazing... okay enough you red to go see it on your own..after all you are not paying me for full details :) !!"
,,Take a guided tour for most benefit.,4.0,,"Although the building is beautiful from outside it seemed a little empty and lacked information boards - however, a guided tour is a must as you can find out so much more. The tours are delivered in a range of languages. It is interesting, we especially liked the food exhibits with the "" aroma boxes"" !!"
,,A must do attraction...,4.0,,"If you're a first time visitor and want to find out more about the history of Singapore, worth a visit. Probably best to check online before you visit for the latest exhibition news, although they do have some permanent exhibitions such as history of Singapore.
Allow at least 2 hours...more if you're a real museum buff."
,,Always an interesting visit,5.0,,"We happened to go to the museum on a day when entry was free, the exhibitions in the museum are always fascinating and informative."
,,Good Museum with interesting special exhibits,5.0,,"If you are into culture, this museum has great exhibits that rotate often enough to keep it interesting."
,,interesting with areas of asian history,4.0,,"there are lots of small displays including photography, beautiful hand drawn nature pictures etc , a great way to spend a very very hot or rainy day in singapore
just a warning, we wanted to have lunch at the cafe, the inside smelt very strongly of oily cooking, the outside we had to wait for a very long time and then were asked to share a table which we agreed to, once seated we just couldnt get any service so walked out"
,,History of Food in Singapore,4.0,,They have a nice display of how food has become such a big part of Singapore life and the various cultures that have made their mark.
,,A rich and vibrant museum,4.0,,"If you have a few hours spare, perhaps on a rainy day (common in Singapore!), you could pop in to the National Museum. It is housed in a rather grand colonial building on the edge of fort canning park. They also have some great temporary exhibitions. Last years inclsuded Christian Lacroix, ancient egypt, and this year some pieces from the Musee d'Orsee came to visit. The living history gallery is amazing - a great mix of media, hands-on or interactive experiences and artifacts. The kids I was with with thought it was great, although they whizzed through it. There is also a very nice cafe called, Novus. All in all, quite a creatively put together museum."
,,Cultural Experience,5.0,,Great history with different paths to walk to understand the history of Singapore and then a stroll outside in park to round off your day
,,History of Singapore explored,4.0,,"Loved the fact that, although I had visited Singapore many times, this visit to the National Museum of Singapore taught me everything I had not known about the culture and history of the country."
,,Grande olde dame now looking snazzy!,4.0,,"Interactive exhibits, well curated in an atmospheric old building. A nice way to spend an afternoon browsing on Singapore history."
,,nice,5.0,,"nice but small, i thought i would be much bigger :)"
,,Different from other museums,4.0,,"This museum does not have a lot of exhibits but what I liked is that instead of showing an artefact along with dates etc, they should how the artefact or piece of culture was used during the history of Singapore.

They do have a 'Singapore history' section that you go thru with headsets which I found very interesting. This section of the museum has the most pieces and tons of information which you can select on the device.

I would say you can see the key parts in 2 hours or less. You can also easily double that time if you desired."
,,Well worth the visit,4.0,,"A well laid out museum. To get the best out of it, join one of the (free) guided tours."
,,Engaging!,5.0,,Loved the electronic guide at the history exhibit! It really brought the pieces to life with the audio stories. The setup was very interesting and you feel like you really got to know Singapore's past. One afternoon wasn't enough! I hope other big museums around the world will add this electronic guide.
,,very good,4.0,,really enjoyed this museum. very informative. a nice cool place to go on a hot day and very interesting.
,,interesting.,4.0,,"The museum had a face lift a couple of years ago and I'm not sure its as good as I hoped it would be, very arty but short on information but still interesting and wont eat up too much time."
,,Excellent and very informative Museum!,5.0,,This is def worth a visit for anyone who has even the slightest interest in the history of Singapore. The displays are incredible and the commentary fascinating.
,,Very bland museum,3.0,,A disappointment. I didn't come away feeling like I had learned much about Simgapore. Too much emphasis on interactive and multimedia displays at the expense of telling coherent stories about SG.
,,A great place to learn about Singapore's history,5.0,,"I really liked the museum as a last stop before heading to the airport for my trip back home. You can learn a lot about Singapore's rich history in a didactically very well thought-out museum. It offers many multimedia shows and with your personal electronic ""companion"", you will be lead through the gallery at your own pace. You should at least schedule 2 to 3 hours for the visit. On weekdays, the museum seems to be a popular place for school field trips - so it can get quite crowded."
,,A must see when visiting Singapore,5.0,,"Everything about this visit was fantastic. A real history story well told in a great environment. Congratulations to Singapore on putting together and then maintaining this national treasure.
I was enthralled from start to finish and for the first time really understood the British involvement in Singapore and the impact of the Japanese invasion. The audio equipment, which was part of the entry fee was excellent and really added to the experience."
,,Excellent!,5.0,,"The best way to become familiar with any country is to visit its national museum. The National Museum of Singapore is absolutely worthwhile to visit. It is big and impressive, and gives a great opportunity to realize how these totally different cultures co-exist together in a pretty small country."
,,New to the hotel,4.0,,"Near to the hotel. The museum covers the entire history of Singapore, the different periods of its development"
,,Allow 2 to 3 hours!,4.0,,"Rainy day? fed up with shopping? Well do a museum crawl.

I did, and the National Museum - easy reach of the MRT (City Hall) fitted the bill. Lovely building, seems empty when you go in, but once up the top, and down the ramp its almost 3 hours of fantastic story-time and exhibits. Free Audio guide all the way that YOU control. Well worth the visit, rain or shine.

If you are a SENIOR, use your card and pay half price: S$5. Quality!"
,,Well Curated Displays,4.0,,"Do you prefer to learn about history by the events that took place or by the stories of how people lived? This museum offers two trails through its displays depending on your preference, both narrated through the audioguide. I took the latter and saw artifacts of schools, families, industries, heard stories of wealth and poverty and came out with an appreciation of the last two hundred years of Singapore. My husband took the 'events' route and saw different perspectives of the same period. There are places of overlap but the routes and approaches are sufficiently different that you could take both without repeating much.
There is a restaurant and snack-bar in the museum; both are very pricey. The food in the snack bar was very good, but the service was very poor."
,,Very nice museum worth visiting,5.0,,"Nothing to dislike about this museum, that has all the attributes to be a great place to visit."
,,Preserving the Past - and how!,5.0,,Excellent displays and helpful staff. The Belitung Wreck was particularly fascinating.
,,Really interesting,5.0,,Great museum with interesting exhibits. The building is lovely too.
,,Impossible to see everything in one visit,5.0,,"My husband and i have visited this Museum a couple of times. It is a real gem but you can only see so much without getting too exhausted. The history of Singapore is very well presented and I was particularly interested in the women's stories. We were amazed at our last visit to find that we had been there for 4 and a half hours! My husband has a mobility problem but there were plenty of seats to sit on whilst watching videos.
Two minor problems quickly resolved 1) my husband's headset didn't work and there wasn't an attendant readily accessible and 2) I couldn't find the loos easily!"
,,Somewhere between average to good,3.0,,"The museum is relatively modern with respect to the architecture i think somewhere between renaissance and neo-classical. There are lot of interesting artecrafts and also the history of Singapore through pictures and films.

If you are not a museum person you might want to skip it and enjoy the shopping/food."
,,Spend all day,5.0,,There is so much to see and read of the rich heritage of yesteryear's major shipping port and business hub of today.
,,"Fabulous, well laid out and very interesting museum, a must see",5.0,,"Walked here from Clarke Quay on our way to Orchard Road. Glad we did. The building itself, an old colonial white building dating from 1887, is a delight and the history exhibition one of the best we have seen on a city anywhere overseas. Entrance costs are low and give seniors discount for overseas visitors. You are given a Companion handset available in English, Mandarin, Malay and Japanese to do a self guided tour or you can join a guided tour instead which takes an hour and started at 11am. The handset for the self guided tour was very easy to use. As you walk into the beginning of the exhibition you are encompassed by a 360 degree film on the sights of Singapore past and present which really is fantastic, and goes along with the belief that Singapore is definitely in the fast lane!!
The Museum begins from the 14C and looks at all the different cultural influences over time from Indian, Malay, Chinese, Dutch and British, covering 700 years of history.
There are 2 paths you can follow, one called Events representing major historical happenings and the other, the Personal path tells the historical stories from a people's point of view, both very interesting and sometimes giving very different perspectives.
We thoroughly enjoyed this very engrossing museum and spent 2 hours along the Paths revealing Singapores colorful history. Highly recommended."
,,Well worth a visit,5.0,,An attractive building with a well laid-out museum. They have a lot of different ways of presenting their interesting material. Well worth a visit.
,,Holy Jaded Elephant,3.0,,"We stopped here after a long day out and about so I may have been too tired to appreciate it. It seemed a bit sparse to me but we enjoyed the jade elephant (beautiful); the photos and relics from the early riverfront trade and the ancient opium pipes. Again, we stopped in at the end of the day so probably just a little too tired to truly appreciate."
,,Awesome!!,5.0,,Best Museum I have ever visited!! Its a must visit when in Singapore!
,,Very interesting Exhibits,4.0,,HIstory of Singapore well done. Art exhibit extraordinary. Handicap Friendly.
,,Short visit,3.0,,"This seemed to be a good museum, but I visited after 6pm (when entry is free). Many of the more popular exhibits close at 6pm."
,,"Beautiful building, central location and most of the collection, very accessible.",4.0,,"I feel I've known Singapore after a trip down history lane and hearing it from the original voices of the past. Be sure to take the tape recorder. A little suggestion, add the aroma of food in the food section, afterall, Singapore is a place for gatronomical experience."
,,singapore history and culture,4.0,,"very nice, clean museum, but the headsets were not working, near the park too."
,,Fascinating display in a lovely building,5.0,,Really enjoyed the historical displays as these are beautifully designed and feature many authentic items. The art gallery also had a terrific exhibition from Paris which was lovely and well curated. Good museum shop and cafe. Above the museum is the historical area which is most interesting and highly recommended.
,,Not the most interesting Museum.,3.0,,Not a lot to see despite the name of National Museum.
,,WELL ORGANIZED,4.0,,A Fascinating Museum in which we spent several enjoyable hours walking around taking in the well arranged themes. The Museum is well situated and near MRT stations as well as walking distance from Orchard Road. Certainly worth several more visits to view the new themes.
,,Great to have showcased pieces from Musée d'Orsay,4.0,,"I was able to visit ""Dreams & Reality"" which features Van Gogh's Starry Night. I went during an open day and it was pretty crowded plus I had to queue for about 20 minutes (which ain't bad as it's free).

As there were a lot of people, there were a lot of distractions and I took a shorter time looking at the paintings than my usual.

As for the attraction at the 2nd floor which features the History of Singapore, there were a lot of interesting facts but I think the ""virtual companion"" says too much about a single thing that I always find myself skipping tracks."
,,Best museum EVER!,5.0,,The taped assistant that is part of the admission price along with the cool exhibits could keep you in this museum for 3 days EASY! Don't make the mistake of sitting on the ledges between the columns just inside. It's almost like gum...
,,A must see for art lovers,4.0,,"We saw the ""Dreams and Reality"" exhibit that showcased impressionist paintings from renowned painters like Degas, Millet, Manet, Monet and Van Gogh. The highlight was definitely seeing Van Gogh's 'Starry Night'. To make it even better, it was free admission when we went there for the Lunar New Year. I was told that they often have free admission during key holidays.

It is a short walk from the Dhoby Ghaut MRT station. Upon entering, look up to see the dome with its beautiful stained glass windows. Also look for the glass passage on the 2nd or 3rd floor. You can go there if you take the stairs directly in front of the entrance. You can see the dome from the outside through the glass roof which makes for a cool picture.

Their permanent galleries includes a Singapore History and Singapore Living galleries.

It is open from 10AM to 6PM and adult admission is regularly just SIN $10. You can take pictures so long as you don't use flash. You cannot use a tripod."
,,very interesting history of Singapore,5.0,,"We enjoyed very much this museum which explains beautifully the history of Singapore; it is very well organized and everything is wonderfully presented; they also have a lovely coffee shop inside the museum, good for lunch or breakfast or just a drink."
,,A must-see Venue,4.0,,"After its major renovation years ago, it only gets better. The haunted stairway has been blocked for safety reason.
The building doesn't stop fascinating you from inside out, with every step you take you will spot stories and histories of the island.
If only the alfresco areas of the bars in there are breezier....everything would be perfect."
,,nice view from sand sky park,4.0,,"awsomeeeeee, but the merchandise its quite expensive"
,,National Museum,4.0,,"There were 2 attractions on when we went, the first was a Van Gogh exhibition which was distinctly average but the actual museum was very well laid out and informative. We walked around the museum for hours and ran out of energy at the end."
,,"fabulous French Impressionist exhibition, Free internet",5.0,,"Beautiful Restaurant, but wrong dish arrived... expensive Museum shop with trashy stuff, but exhibitons marvellous, and aircon lovely. Architecture and internal design a pleasure to be in."
,,Exciting,5.0,,"Great museum. Interior design an experience in itself - beautiful, so well done. I enjoyed immensely the history exhibition of the citystate, very informative and well told I thought. I spend three hours there and will be back for more. In the cafe I was served a great salad named: ""...better than Caesar"" - and it was. Tasty, crisp and fresh. Cheeky waitress had me on when serving coffee, I like those teasing remarks, makes it all extra memorable to me. Many more exhibitions available. Huge place. Very roomy, lots of space also despite many visitors. Top experience all the way."
,,"Superb architecture, great content",5.0,,"Like many national museums, this one has undergone some architectural changes to make it more attractive and accessible. It works. The history galleries are extremely well done and the living galleries are fascinating."
,,Great way to spend two hours in SG,5.0,,"I regularly visit the NMS when I am in town because it has special exhibitions. This time there were paintings from Paris' Orsey.

This is a perfect stop if you want to learn about the history and modern history of Singapore. Slightly nationalistic but what national museum isn't? There are also good cultural exhibits about food, daily life, etc..."
,,Great for phototaking,5.0,,"The building is gorgeous, and some exhibits are nice."
,,What an exhibit,5.0,,"We went to the National Museum because it has a special exhibit from the Musee D'Orsay, which is there until early February. Strongly recommend seeing it."
,,Gorgeous building!,4.0,,Enjoyed their special visiting exhibition of French art on loan from the Museum D'Orsay in Paris. It was a wonderful way to spend a couple hours out of the heat and away from the crowded shopping malls on Orchard Rd.
,,You Truly Get Singapore History,4.0,,For 10 Sing $ you get a digital media device which tells you about the different eras in Singapore's history. As you walk through the museum numbers on the floor are punched into the media devices. This allows you to go at your own pace and enjoy it more.
,,An Intense Review,4.0,,"This museum gives quite a comprehensive coverage of the major events in Singapore's history. Which means that you really need quite a few hours to digest all that is displayed - which can result in a serious case of indigestion. My advise is to go visit it a few times, taking in bite size information each time. Or take a break at Novous Cafe - it serves wonderful food and beverage.
=================
http://AppetiteTeasers.blogspot.com"
,,Well Worth It!,5.0,,"This Museum is superb. It is in the old Raffles Museum to which has been added a new and amazingly designed wing at the rear. The Singapore history section is incredible, and includes two trails - one documenting ""events"" and the other the lives of ordinary people. When I was there, there was also a traveling exhibit from the Musee D'Orsay in Paris featuring paintings by Monet, Cezanne, etc."
,,excellent collection,5.0,,historic building featuring tons of treasures. singapore govt spent alots of money on old buildings and make them stunning.
,,Great place to learn about Singapore's history,5.0,,"The National Museum of Singapore has several exhibits showcasing different aspects of Singapore's history and culture, including fashion, food, photography and cinema. The highlight of the museum though is where you take an audio tour of Singapore's history. I spent maybe 2 hours in here and it wasn't enough time! Highly recommended."
,,"Free entry for students, ntuc union and teachers!",4.0,,"Really educational. They are having this amazing gallery from Musée d’Orsay, Paris featuring these beautiful art pieces by Van Gogh, Alexandre Cabanel etc. A must see :)"
,,A nice mixture,5.0,,"The hisotry of Singapore area is interesting, particularly the sections on WW2 and the occupation of the country. The use of head sets with a choice of commentary from people who were there at the time, both sides, is superb."
,,"Great Displays, very interesting",4.0,,"Great displays showing the history of Singapore and the food, fashion, photography, film etc of Singapore. great for the whole family and a calm cool respite from the bustle of Orchard Road"
,,Lovely,4.0,,Just interesting... if you have like 3 hours to spare for some arts and history infusion.
,,Where it all began...,4.0,,Find out the historic roots of a small fishing village in this region and the story of how it's grown...
,,Fresh and modern building/build and a some nice insights into culture and history.,5.0,,"The Museum building itself is worth viewing, for the mix of old and new architecture. There was an Impressionist's exhibition when we visited, which was very impressive, including Van Gogh's Night Sky."
,,Pleasant modern museum,4.0,,"We just happened to go on the last day of a special art display and found there was no charge which was a nice surprise. The museum is clean, spacious and well arranged, but a little too spaced out for tired feet. The shop is excellent. We did have trouble getting a taxi after our visit though as they cannot see visitors waiting at the museum entrance back off the road."
,,Excellent. History gallery is a must visit.,5.0,,"This was superb. Especially visit the history gallery with audio head phones only then you will find your time worth it. You'll come out a lot more knowledgeable and appreciate the diversity of singapore. I also liked the exhibit on food, with different spices on display.

Very easy to get to by local buses and MRT.. All bus stops have mpas so you can easily spot which bus will take you here.

There was no fee to enter the museum."
,,Excellent attraction,5.0,,Superb exhibits and personal audio in the history gallery and in the visiting art exhibition from Paris. Service in the cafe was a bit of a letdown but should not takeaway from the excellent main attraction
,,CarolH,5.0,,The interactive displays are excellent and are well worth visiting especially if you have not been to Singapore previously to discover some of the history of the country
,,Allow plenty of time,4.0,,"This museum is very large, so much to see. Interesting and actually quite peaceful."
,,Worth every minute!,4.0,,"Friendly staff and welcome. Fascinating place, we go there every time we are in Singapore and take out guests and family along too. We also recommend the Museum to everyone we hear of who is coming to Singapore Super place and lovely to read up and see the history of this astonishing, brilliant and vibrating city/ country."
,,Loved it!,5.0,,"I really loved this museum. I wish we'd had way more time. We took the ""personal"" path where we heard stories. There was so much to listen to on the audio guide I could have been there forever. I'll definitely go back. I didn't even finish the personal path and didn't see any of the event path."
,,Lovely building,5.0,,"The architecture of the building was beautiful, but the exhibits were amazing. Initially we went after 6pm when its free, but returned the next day to see what was closed after 6pm (Dreams and Reality exhibition) and was amazed again by the exhibits. Worthwhile."
,,A must do in Singapore,5.0,,This is one of the finest museums in Southeast Asia. Very original displays. This year's attraction is the collection from Musee d'Orsay.
,,Not bad to escape the afternoon rain,4.0,,"There was an exhibition from Musée d'Orsay Exhibition on when I visited, the arrangement was pretty good and the audio guide was cheap (SG$3) and totally worth it.

The other parts of the museum were pretty interesting as well, you'd get to know more about Singapore. Great place to spend an afternoon to escape the heat and rain."
,,Good special exhibitions but,3.0,,"Visited this museum before it was remodeled about 6 or 7 years ago. This time, enjoyed a special exhibition with art from the Musee d'Orsay in Paris. But the high-tech approach to presenting the history of Singapore to be cumbersome and lacking; found I learned more the last time. The exhibition on foods of Singapore seemed directionless, though the smell-o-rama parts were a change from the typical museum experience. The exhibition of flower paintings from the early British colonists is still a highlight."
,,Nothing Interesting,2.0,,"There are much more interesting places in Singapore, do not waste you time in a weak museum like this, building is worth to mention only"
,,To understand Singapore,5.0,,"Spend a couple of hours here. It's air conditioned, so it's a nice relief.

Do the history of Singapore gallery. If you have an inquiring mind, do it slowly and you will begin to understand thes complex and multi-layered city.

Don't bother reading anything after the Japanese retreat, unless you have an interest in the propaganda arts since form that point on this government-sponsored museum tells it like the Lees see it.

then choose whichever of the other galleries match your particular inclinations. It is beautifully done and, the contemporary history part excepted, the curation is not more politicized than the major museums in London or Paris."
,,You wouldn't regret giving this museum a visit,5.0,,"For a complete review with pictures, please drop by: http://rollingwrites.blogspot.com/2011/12/dreams-and-reality-national-museum-of.html

I went for the exhibition Dreams and Reality which features 140 works from Musee d'Orsay. It totally delights me that I am able to view these pieces without having to go all the way to Paris. And even though I'm not good at appreciating art, I found the information next to the paintings sufficient and informative. For further information, you may rent a device (I'm not sure what you call those) for $3 and you'll be able to better appreciate the works.

By the way, you may want to go in January 2012 instead for music by Debussy/Ravel/Liszt, performed by very well-known Singaporean performers, who have performed internationally.

Free for senior citizens (Singaporeans, PR, above 60), children (below 6), students (with valid student pass). Otherwise it's $11.

There are other exhibitions which I plan to go another time. This exhibition is only till February, so go while it lasts!

p.s. Even if you decide not to go for this, checkout the other free exhibitions!"
,,Wonderful,5.0,,"It's easy to navigate, educational and informative"
,,I will be back!,4.0,,This is a great way to learn a bit of history. There are not many valuable artifacts but even with the lack of artifacts it is amazing what has been done to make history come alive. Since I didn't get to see everything I will have to return for another visit!
,,Limited exhibits - could do better with the quality of space they have,3.0,,"Visited Dec 2011. The history of Singapore was ok given how little is known of the island's early history.

The exhibits on food, fashion, photography , film were average at best.

Would have liked to see more of the colonial history presented.

Was fortunate enough to be there during an exhibition of famous paintings from Musee d'Orsay in Paris."
,,First on The List of Attractions,5.0,,Follow the history pathway to see the history of Singapore and how many of us share part of it.
,,So much to learn from this museum in every way!,5.0,,"One of the first museums I visted in Singapore that took my breath away. There is an audio machine guide you may take with you when you look around. Anything that may interest you you can easily learn. SOO MUCH culture and history like in a classroom. I was amazed and fascinated. You look at any section you want and you aren't required to see everything. I was able to ask any questions I want and enjoy the entire architecture. If you have a thing for postcards, they do provide various free ones plus creative ones at the shop. At times the museum may seem dark and gloomy at times. I admit that may have been a bit extreme but they were trying to re-create the mood of previous times so you may sympathize. Not a bad idea if you look at it from a different angle. The entire building is modern and spacious. If you go during the summer and sunny days, the entire area is gorgeous.

The cafe outside the entrance is also refreshing. I highly recommend stopping by there as well !"
,,Beautiful temporary exhibition,3.0,,"The permanent exhibition is not much to see. Check if there is a temporary exhibition, these are usually good."
,,Great display,5.0,,"I have always love visiting the national museum as I find places like this really calming, good place to reflect. It also helps that our museum has good general display and over the years, I was took that the visiting exhibitions from the world over have been very impressive. If I am a tourist, this place is worth stopping by."
,,One of my favorite museums in the world,5.0,,Really worth a visit for a snapshot of S'pore. Everything and anything you need to know about S'pore can pretty much be found here. Wonderful restoration work and the interior is top-notch
,,Very informative,5.0,,"This went well into the history of Singapore and as a student of politics, found it very interesting. Had a lot of beautiful artifacts."
,,Nice mix of history and art in different exhibitions,4.0,,"I went mostly for the exhibition on the history of Singapore which is, as other reviewers describe, presented in a very modern way including a very good MP3 audiotour (included in - comparatively very low - admission fee to the overall museum). I particulary liked the elements explaining how the various cultural groups came to Singapore in the first place, and the detailed description of the Chinese culture (the other cultures get a bit short-changed, probably representative of the population, thought). There are plenty good characterizations of the history exhibit, so I'd rather mention briefly that some of the other exhibitions about the culture of Singapore (food, fashion, film - to mention a few) are quite insightful as well and give the first-time - or even repeat - visitor to Singapore a good idea of the culture of the city.
During my visit the museum had, as an additional attraction, a nice traveling exhibition of impressionist paintings which then also added the classical art angle to my visit. A great way to spend a rainy afternoon in Singapore, and the building itself is also a pretty mix of old and ultra-modern (a wedding party used several spaces on the inside as a back-drop for their pictures)."
,,Excellent way to spend a couple of hours in Singapore,4.0,,"I visited the National museum at the start of November 2011, I found it a wonderful mix of historical and cultural information along with a visiting exhibition from the Musee d'Orsee in Paris. I would highly recommend going to the spend a couple of hours in the National museum if you have sometime in Singapore"
,,The way history should be presented,5.0,,"This was fantastic. The tour is done by MP3 in your language. Each exhibit is a track, so you pick the ones you want to listen to and skip the ones you don't.

Plus, it's very interactive. Very little was behind glass or locked away, you literally walk through Singapore through the ages.

Fantastic way to spend a rainy afternoon. And good value for money too."
,,A wonderful museum,5.0,,"This location was on our list of things to do during this visit. Lucky for us, there is an art exhibition of the French Impressionists currently showing titled 'Dreams and Reality' which is a collection of paintings, drawings & photography from the Musee D'Orsay Paris. This featured works from the greats - Manet, Monet, Van Gough and many others. The rest of the exhibits in the museum were also interesting. I would recommend this museum for a cultural treat."
