id,uid,title,score,date,content,,,
,,Good to see where you are,4,,"Ticket office were very helpful and offered pensioner tickets rather than the BoardingPass discount from Singapore Air. Kind of them as we weren't really eligible, old enough, but from the wrong country!!
As a mid week trip, it didn't take long to get into one of the capsules.
'Flight' was long enough at a bout 30 minutes, but could have done with some sort of commentary or even a map showing the main points of Singapore.",,,
,,I'm on top of the World at the Singapore Flyer,5,,"I'm afraid of heights but this experience in the Flyer changed all that... a Must Try experience in Singapore... The whole experience runs for 30 minutes to see the entire city... We paid SGD$33 per person at the entrance when we tried it on March 2, 2013. Kids 11 years old and below have a lower rate... There are several shops and restaurants in the area.... Due to a hectic trip schedule, we didn't bother to ask how to get there by bus or train so we took a cab from our hotel in Orchard Road to the Flyer... It was a quick ride... Getting a cab from the Flyer back to Orchard wasn't difficult as there was a taxi lane. Over all experience: EXCELLENT!",,,
,,"good view, but expensive",3,,"if you plan to hit Marina bay sands skypark, then may be better skip this Singapore flyer. because you will get the same view over the city. besides, u have to pay 33 SGD to get on it.",,,
,,GREAT VIEWS - EVEN WHEN IT'S CLOUDY!!,5,,"It was late afternoon and rather overcast when I arrived. It wasn't very busy at all and once I got through all the information points, it wasn't long before I stepped into one of the capsules with two other people. It was rather overcast and by the time I was half way round, huge dark clouds came scudding across the sky, but the view was still amazing!!
I had planned to walk to Gardens By The Bay afterwards to see the Supertrees all lit up, but as I got off of the Flyer, it started to rain and within 5 minutes, it was absolutely chucking it down, so I wandered around and looked at some of the displays as well as the shops. I was particularly inrigued by ""Kenko Reflexology & Fish Spa"", where you can dangle your tired feet in a tank and a group of fishes will come and nibble away, leaving you with lovely soft skin!! Wasn't barve enough to give that one a go, though.",,,
,,Tallest in the world,5,,Great view and sight u get from this flyer which goes at a snails pace. The whole round takes 30 minutes. U can get great pictures here also the city looks wow from up here. The day view is better for pictures. Truly worth it.,,,
,,Good views acroos the city and harbour,4,,Well worth the half hour as you rise above the city and get a great perspective of all around and out into the shipping lanes.,,,
,,Excellent Veiws,4,,"This ride gives you a spectacular view of the city, it is better at night as the skyline is full of lights and you can see as far as Malaysia",,,
,,London Eye of Asia,4,,"Singapore is a compact city but has lots of attractions to see.
The Singapore Flyer is one attraction and one experience
that is a MUST.

I've been to the London Eye but Sinapore Flyer claims to be
bigger and taller. The experience was worth it - I would say.

This was part of the group tour we opted that day.
I like the restaurants and little shops on the way
to the Flyer. The souvenir shoops are amazing.

I believe it is best to try the Singapor Flyer
when Singapore lights up.",,,
,,A great view of the city and relaxing,5,,On a Yjursday afternoon we were lucky enough to have a cabin to ourselves. So like the London eye but instead of looking at the old you are looking at the new. Great views to be had of Marina Bay and the Gardens by the bay. A great way to get a perspective of Singapore. Dinner for 2 is an option and could be very romantic.,,,
,,Well worth doing,4,,"We visited the Flyer in February 2013 having already booked it from the UK - this was somewhat cheaper than paying on the day. We had been to Singapore before so wanted to look at the sights from ""on high"". It was a bit difficult to get to the Flyer on foot as at the time of our visit there was an awful lot of building work going on in the area which meant that you could not just walk straight to the Flyer but had to make a number of diversions. The nearest MRT station is Promenade. It would seem that they are going to make another station to connect with the new cruise terminal but even this would not be next to the Flyer. It is about a 5 minute walk from Promenade to the Flyer. There is plenty of room in the capsules and the views are good if you choose the right weather!! We were lucky and went in the morning when it was sunny. All in all, it is worth doing this attraction. Aside from the actual ride, there is an awful lot to do in the Flyer building and lots of restaurants so you could easily spend a whole day there.",,,
,,An interesting experience- but you have to pay round-trip,4,,"If you enjoy cable-car rides, you'll probably enjoy this one. One major drawback is you must pay for a roundtrip ticket even if you want to go one way",,,
,,Fun ride!,4,,"Singapore Flyer is a nice way to see the city. Must go on a day when it is not raining or you cannot see anything. I went on a Wednesday afternoon and it was not crowded at all. Also did the flight simulator - expensive, but very cool if you are into that kind of thing!",,,
,,Singapore Flyer,4,,I liked the views and the way that it was slow so u could take pictures. I also liked you could sit down and it is family friendly,,,
,,Do it !!,5,,Float above Marina Bay and see all of Singapore. Yes it is a tourist place but Do it. Have a champagne in a gondola for 30 minutes and enjoy the lights and secenery of Singapore.,,,
,,Relaxing way to view singapore,4,,"Great views, nice way to relax while still sightseeing. Capsules were clean & air conditioned. Takes 30 minutes to do one loop, no toilets on board.",,,
,,Great view,5,,Great view of the night lights of Singapore. We were hoping to see a bit of the Marina Bay Sands laser light show. Unfortunately you don't see much. This was our second night visit. We will go back again for a day time view,,,
,,Flying High,5,,The Flyer is in a great location being adjacent to the Marina Bay Sands and offers great views of Singapore.,,,
,,Height & Sight,4,,"We went to visit this on our first morning in Singapore. The lonely planet had outlined which MRT and bus to catch; however the bus never arrived, so we flagged it and went elsewhere. We later found a pamphlet; which identified the MRT and bus to catch - which got us there and the views were amazing. It helped us orientate to this diverse city.",,,
,,Great views,4,,You get some great views that you would'nt get from anywhere else. Plently of space and no waiting straight on and only a short distance from a very good hawker centre. Worth a trip.,,,
,,Stunning day and night,4,,"This ride is quiet expensive, with no deal for a day and night ticket but worth the trip. Id go at night if you had to chose one as the city lights are stunning.",,,
,,Dizzy,4,,If you like heights do it and if you don't then skip it. Awesome view from the top but it's a long wait in the line to get on it.,,,
,,"Great View, well worth the cost",5,,"This was a great late afternoon early evening experience. We rarely buy the photos that are taken at such sites but these were spectacular,we bought the lot. The view over Singapore, Sentosa and surrounds is fabulous. We met some other travellors in our car and immediatley struck up conversations on the views and shared cameras to get it all in...the only negative... we walked from Raffles Hotel thinking it was only a few hundred meters down the road. We could see it from there and we made that estimate based on how big we thought it was... mistake.. it is huge.",,,
,,Take it or leave it,2,,"Ok enjoyed the experience but was just an average "" must do experience"" similar to The London eye only its 30 metres higher,which only means everywhere looks smaller because of the height. If you have somewhere better to go then i'd recommend you do that instead.",,,
,,Good for once,4,,"Good price, good weather, there was no queque when we visited around 11am on Monday. Staff was friendly. You can basically see everything up high and very spacious.",,,
,,could have been better for that price !,3,,"A so-so attraction, hyped a lot i'd say. the least they could do is to have some sort of commentary played so visitors know what they are looking at! I heard some commentary only when our capsule was at the very top. I never got to identify the spot where they say we can see Malaysia. In any case, a family that was there in our capsule was too loud chatting, so even a commentary would not have served its purpose.
All said, no denying the fact that the Flyer is an engineering marvel",,,
,,Good way to view the city,4,,"We did the Singapore Sling Flyer experience. You can book a set time so no waiting in queues and you get escorted to the capsule by a staff member. We only had one other couple in our capsule so it was nice and private. The views are just stunning and it goes for about 30 mins. Great way to see the city.
Please note that there are cheaper options available if you do a tour package with the hop on, hop off bus and river cruise.",,,
,,Great experience,5,,I really enjoyed the whole ride. Slow and plenty of time to look around and spot the landmarks in Singapore. I will definitely do this again in a couple of years. I will admit I did feel quite nervous at one stage with so much glass and we were so high up so I gripped on tight to one of the poles. Ps the claw marks on the pole were not mine!,,,
,,A sky high view,4,,"A clear day in the middle of the week and what happens? No one is about and we get a pod all to ourselves. 30 metres taller than the London Eye so you get great views across the city and the bay. I can imagine if you go at a busy time it could be worth the extra cost to do a package - with priority boarding and fewer people per pod. However, if you pick your times that wont be necessary...",,,
,,A must for visitors to Singapore,5,,"The Singapore Flyer is reasonably priced and enables you to get a very smooth ride with extensive views of Singapore. It offers a dinning option in the evening, but patrons must book a day or two in advance. Plenty of scope to take some great photos for all those budding photographers.",,,
,,"Nice view of the city, but not a must-do",3,,"If you've run out of things to do, the Singapore Flyer can be fun, but in my opinion it's an average-level activity that is overpriced. However, it's difficult to get a helicopter-height view of Singapore without paying at least $25, so if you're into heights in very safe, enclosed spaces, and love looking at cities from up high, this might be for you.",,,
,,Singapore Flyer,4,,Try this if you not done before.you can view the city from top 360 degree. Enjoy the 30 mins period and you will feel steady to stand inside the cabin.,,,
,,A must do.,5,,Flyer was an experience i wouldn't miss. We went just as it was getting dark and the city was lighting up. We timed our ride to see the Super tree light display but were disappointed as it was too far away to get the full effect. Super tree lights are better viewed from ground level.,,,
,,On a clear day you can see forever...,4,,Well worth the price of admission. Lucky me I had a cabin all to myself so I got to see everything with an unobstructed view. The ride is leisurely and the views are fantastic. A whole different way to see the beautiful city of Singapore.,,,
,,Do Not Hesitate,5,,"Do not hesitate, unless you have a fear of heights. Quick process, did not have to wait in line very long. Even though there was a line up they didn't overcrowd the cars. Enough space for everyone to walk around and get a good view. We timed it to the sunset. By the time we made the full round, we were able to see and capture some great shots in partial daylight and night.",,,
,,good and new experience,4,,Very nice and new experience. From singapore flyer a good view of full singapore city. The ride is of appro. 45 mins When the flyer reach at the top the most memorable experience.,,,
,,Cool skyline view,4,,"Really efficient staff, ride went really fast, good view of the city, good have done with an audio on what buildings were where etc !",,,
,,Great Views,5,,Look! I will give you the tip to visiting this attraction. Be waiting when it opens in the morning and you will get great photos of the Marina area with out having to line up and wait in line.,,,
,,Great views from the top,4,,Just like the London Eye. Nice views. Were told that you could see Indonesia and Malaysia from the top and so you could but still not sure which one was which :( Kenko fish spa is in the same complex.,,,
,,Do it for the first time..,5,,"Appreciating the beauty of a place--not to mention the whole SG, plus a part of Malaysia and Indonesia--should try to ride The Singapore Flyer. Getting to see all those attractions at once is not just only worth the dollars but as to amaze on the breathtaking views, which reminds me of a friend telling me about how SG WAS and hey, this IS how it goes. I'm just proud of the people who develop, maintain and putting everything to progress even more.

We visited in the morning (around 0940 AM) which is very convenient for us since there's no queue yet and we had our time to enjoy and explore the museum before the actual ride. We were only 8 in the capsule so we were not as crowded as expected.

They said it is also good to try this in the evening (almost 8 PM onwards) when the city lights are on. :)",,,
,,Pretty good,4,,the waiting time was very pathetic but the wait was worth it! one can go really high and catch a glimpse of the entire city at a go and also the neighboring country Indonesia. Nice concept!,,,
,,For once....,4,,Overall experience was special...specially taking out my wife on a date in the wheel and having a whole private cabin...its special!! worth the money spent....,,,
,,Wow!,5,,"Higher than the London Eye - well a bit! Formidable views over the island and beyond. I was especially interested in the shipping lying out in the Straits and awaiting a berth at the docks - there were hundreds of them from all around the world, reminding one that Singapore is where East/West and West/East shipping passes each other through the Straits.: I ruminated, briefly, on the where abouts of all those thirsty sailors with money in their pockets but prudence reasserted itself and I left them to their well earned leisure.",,,
,,Too expensive too ride,3,,"As with everything in Singapore its $$$, We went to the flyer on the possiblity to take a ride, but upon finding out the it was to cost aprox $30.00 per person, and at that stage had already spent over $120.00 per person on other activities we opted out",,,
,,A must see if you're in Singapore!,4,,"This ferris wheel is taller than The Eye located in London, England. It has amazing views. Hopefully you will be lucky like we were and get a room that only has a few other people in it. You should go twice, once in the day, and once at night. It is very worth it!",,,
,,Choose good weather,3,,"This attraction is ok, but to worth the high dollars for me. The view was nice enough. Make sure the weather is decent, so you can make the most of the view. I liked the goldfish in the ponds.",,,
,,One time experience!,4,,"As most of the people think it's not a ride. It's rather a slowly moving wheel where you can see the city in 360 degrees. It was a one time experience. The night time view of the city, Marina Bay, the river and the Gardens by the Bay was amazing. Best time to visit is after 7 when all the lights on.",,,
,,good on a clear day,5,,"really good views , choose a clear day , and if like me you are over 65 you get senior rate admission",,,
,,Nice experience,4,,"It appears that it could offer more but it was not as great an experience as we thought. SGD33 per person was a little too pricey. In addition, we found out many alternative city views for free e.g lounge bar at One Fullerton. First 10 minutes was exciting and thrilling but the next 15 minutes became a drag. Overall I think that you should go for it at least once in a lifetime.",,,
,,Great view,4,,"It is a slow moving wheel , from where you can see the entire Singapore city. You can have food inside it.The evening view is amazing. nice and pleasant experience.",,,
,,Nice view from Top,4,,Great view of singapore from flyer. Its really beautiful. Also able to catch glimpse of indonesian islands. I went there twice once in the afternoon and again in the evening. Both the time the experience was totally different. Must try attraction in singapore.,,,
,,Good,4,,The flyer is beautiful and nice relaxing thing to do. But skypark much better view. If your going for view then It depends on the experience you are looking for flyer is alot more relaxing - skypark is 3/4 times higher.,,,
,,Worth a visit for the views across the city and Sentosa,4,,"TIP!! If you are there during the formula 1, particularly the practice days, the entrance to the flyer is close to the ""Paddock Club"" where drivers will enter the race circuit. If you wait around for a few hours you are likely to see some familiar faces. We were very lucky bumping into Schumacher, Vettel, Coulthard, Rosberg, Barrichelo, Senna, Petrov etc....I guess they stay in hotels near by

You can get a pass to the flyer along with the bus tour ticket...definitely worth doing

Also, make use of the tourist information centre on Orchid road, the staff there are extremely helpful",,,
,,Larger than the London Eye,4,,"The Singapore Flyer - 5 metres higher than the London Eye a great sight - great views of the surrounding area. Another great sight in Singapore was the ""Ship Hotel"". We could not believe our eyes - a complete ship on top of a hotel - you were allowed to go to the top to see great views over the Bay and of course the Singapore Flyer A very diverse and vibrant city. Very friendly helpful people.",,,
,,You can see for miles!!,4,,"A great way to get a birds-eye view of the lovely city/state of Singapore. Not inexpensive, but fairly priced for the experience provided and softened a bit by Senior Discount.",,,
,,great experience for night scenery,5,,"time it to catch the sunset and the night scene, Good place to view the night lights and you can get some good photos because it is very stable. Dont remember how long is the full turn but it ends quite fast because too engrossed with viewing the different areas.",,,
,,great views,4,,"we went up just as it was getting dark so had some fantastic views of all the lights acrross the city. you can dine or have a champagne gondola if you want to splurge. 28 people per gondola so look who you are with before getting on. we had some screaming, jumping, whinging 3 year old whos parents just ignored the little brat. 25minutes later and my experience was ruined. great views though.",,,
,,Good views at night !,4,,"The Singapore flyer is a prominent figure on the coast line of Singapore. The views are wonderful at nights - you get to see the light studded central business district. Of course, you get a very good view of Marina Bay Sands too.
It moves so slow that you would hardly notice the rotation - so there is absolutely no need to worry.
They also have a luxurious suite with a bottle of Champagne - it is expensive though.",,,
,,great view from the top,4,,what a wonderful view from the top...wish we could go a bit more longer...or they would give us two round :),,,
,,Only for first time visitors,3,,"Only if you are a first time visitor, and want to have a look at the Marina Bay skyline view. Personally find it rather slow and boring. There is a nice food hall with local favourites at level one and that kind of excited me more.",,,
,,nice view,3,,"Nice view and clean , Ticket for Singapore flyer is $ 33 / person. Then i like its . everything is ok.",,,
,,nice experience,5,,"The weather was rainy, but the views were still nice. In fact, probably due to the weather, the line was very short. So, we were able to climb aboard quickly. The max capacity is 28 people, but there were only 10 people in our capsule. So, there was more than enough room to walk around and take some amazing photos. One full revolution is about 40 minutes. So, you don't need to stay here all day. Fun for little kids.",,,
,,Best views of Singapore!,5,,"This was truly mesmerising.
My partner & I were in a capsule with 10 more other tourists - and despite this it was spacious and gave us all enough room to walk around to take some photos. The length of time you were in the capsule was appropriate, enough time to really enjoy the sights. It's great for all age groups, and even though I do not have children - I did see that it was something that they would most probably enjoy! Felt completely safe the whole time, and the pricing was reasonable. Would go on this again, but next time I will go at night time!! I love Singapore!",,,
,,Great Experience!,4,,Truly memorable experience with the ride and an overview of the city of Singapore. The portable radio introduction of the various places were good way of information sharing.,,,
,,Great Overview of Singapore,5,,"The Singapore Flyer is currently the largest viewing wheel in the world. The capsules are large enough to hold 25 people but they keep it to 2-6 unless you are in a group which means you can constantly walk around to view from each angle and to get fantastic photos. Some of the capsules also have tables so that you can have afternoon champagne or evening dinner on the wheel, in which case you would make 2 of the 30 minute rotations instead of one. Also, an office for great Singapore tours of every type is located at the foot of the Singapore Flyer. Current cost is 33 Singapore dollars pp.",,,
,,Stunning views,5,,"The flyer goes slowly enough that you have time to look at absolutely everything. Even if you are afraid of being so far off the ground, you will be fine on the flyer because you are totally enclosed and at times you aren't even aware that you are moving.",,,
,,Enjoyable,4,,"Explore Singapore in 30 minutes! This is a short way to enjoy panoramic landscape with S$ 33, if I'm not mistaken. The flyer wheel spins very slow to allow us taking a shot on each of point of interest that the wheel can cover.",,,
,,Expensive and not worth the trouble,2,,After a really long line (called a museaum) you get on this 30 min ride that gets boring after the first 5. The top of Marina Bay Sands is supposed to be a much better view. I recommend the flyer only if you have free tickets and don't have to pay for it.,,,
,,On a clear day.....,3,,"The Singapore Eye is good, but not spectacular. It gives a really good view of the city, Sentosa and the port area as well as view across the water to the hills of Indonesia. It is worth doing however it is really not cheap. Then again the same thing could be said for most things in Singapore.....",,,
,,Singapore's Pride,5,,"Truly the highlight of my Singapore visit. We were fortunate to ride on it just before sunset & the view up there is awesome..The capsule was remarkably stable & we couldn't even feel we were moving at all.There were seats for 28 people but we can still move around to have a better look of the views
of the Singapore skyline, the Marina Bay Sands, & all around. It took an hour to complete the round but it seems I could go on & on...",,,
,,Best to go in late afternoon,4,,"Admission ticket for adults is expensive!! Try to get one of the packages which includes the Flyer. It definitely worth going on at least once. We went in late afternoon so the view was awesome. Got a good view of Gardens by the Bay.

Don't miss out the foodcourt at the bottom of the Flyer!",,,
,,"A ""must visit"" but expensive",5,,"We are told it is the biggest wheel in the world and it is indeed very high. The views over Singapore are magnificent and you can see all city and harbour. You join at high level and is quite a walk so be warned. Take the lift if you have difficulties. The ride is very smooth and takes about 30-40 minutes. The Wheel overlooks the F1 pits and track which adds a little more to the experience. The modules are spacious and for those a little frightened of heights, a place on the central seat should not cause you undue stress. If you are an extreme case, don鈥檛 contemplate it.

It is too expensive in my opinion although I believe they do a cheaper family ticket. There are some snack bars and shops but I am afraid Singapore is not cheap and I found these places a little expensive too for what they were offering.",,,
,,A cool 30 minutes,4,,"We did the champagne ""flight"" at sunset and luckily scored a rain free day with actual views. If you choose the champagne flight there is a big possibility that you will get the capsule to yourself. Its also a bit more classy as you get to go to the lounge before hand for a drink (chargeable) and then you get escorted to your ride and dont have to wait / queue.

Worth doing in my opinion.",,,
,,Part of a great night in Singapore,4,,"We took a ride on the Flyer as part of a tourist tour called A Night Out. The tour included the Flyer, a meal at a nearby restaurant, river boat ride, night market visit, night tour of the downtown area, with plenty of photo opps. Well worth the cost. The Flyer gives a unique perspective of the city, and the 30 mins or so it takes seems like about 10!",,,
,,Awesome experience!!,5,,Had been there by evening and it was a nice experience. Was worth watching the city light up and was raining...enjoyed the complete 40 minutes. This is my first experience in a giant wheel and it was worth every penny..,,,
,,Very nice place,5,,We go at night and can see all the city and our hotel. We had only one couple more in our capsule so was very private for us. Romantic ride. We liked very much.,,,
,,Great views of Singapore,4,,"Great views of Singapore on the world's biggest Ferris Wheel (bigger than London Eye). Ticket prices were a bit expensive, but it is still worth doing.",,,
,,view from the wheel..,4,,"A 35min ride on the flyer,click some nice pics..and some good view from the top.Try to build your own flyer,Something like a module down stairs.",,,
,,Must see,5,,Very good. Must see . Worth for money . The pictures taken at the entrence is expensive. Make sure to take your SLR camera,,,
,,Great views of Singapore,4,,The first time visitor should include this in their itinary. It gives a great view of the city and is a bit of fun.,,,
,,Dance of Lights,5,,"It's an awesome experience on top of it with views of all major tourist attractions with dance of lights. It's picturesque. You could see clearly marina bay, gardens by the bay and very much of the signature buildings. The only cons is, there's a walking distance from the mtr and it's not too convenient during night time.",,,
,,An oldie but a goodie,4,,The Singapore flyer is not as popular now as the Marina Bay Skypark but it is still worth doing. The flyer moves slowly so that you can get a good view of the Singapore Gardens and Marina Bay in the background. The food area is somewhat disappointing as the hub bub is gone due to Marina Bay Skypark. It would probably a good substitute to going to Marina Bay.,,,
,,Overrated and Overpriced,3,,"I was told ahead of time that it wasn't worth the S$45 to go on it, but I couldn't resist. I was afraid I'd miss out on something. I saw views that were great from the rooftop bars, office buildings, etc. Its probably still a cool thing for kids, but I thought it was way to expensive for what I got.",,,
,,you can see batam from here,3,,"a few restaurant in premises including popeye fast food. Near Marina Bay Sand, you can get here free by bus from airport (changi) just ask singapore tourism booth at arrival hall.ticket quite expensive but they have discount for family.from the wheel you can see almost all singapore and part of sumatra island",,,
,,Birds' eye view of the Marina Bay area,5,,We took a package with High tea on the flyer. Generally good food provided though the whole experience felt short. Breathtaking view of the Marina Bay area.,,,
,,Average,3,,"Was putting high hopes on the view that i can see from the top of the singapore flyer, but when i was at the peak, the view were stunning, but marina bay sands hotel, all the 3 blocks were in a row, can really see the beautiful marina bay sands building and take a picture of it.

the time for 1 round was just okay, 30 minutes ++ for 1 round. and pay sgd 32+ for it.

not really reach my expectation, but different people have different views.",,,
,,A must if you visit Singapore,5,,Itsthe largest Ferris wheel I've ever been on.takes about 45 mins to go around.the sights are amazing.a must if you visit Singapore.,,,
,,Best to do at night. Beware when raining,4,,"The cost is a little extra but if you're going to do this I would recommend doing at night instead of during the day. Also, if you plan to take pictures do not take the ride while its raining or has just rained because the windows will be spotted with water.",,,
,,Nice experience,5,,Had been here during the night time and it was a superb view ... the city looks so amazing when lit up and it was worth spending the 30 minutes in this .,,,
,,Good views - but drags a bit - best time is to board 15 mins after dusk,4,,"Personally, I found it a very enjoyable experience.

Getting to the Flyer is easy, it is close to the Promenade metro station, and within 20 min walking distance of Marina Bay Sands' Bayfront metro.

It is a good place to eat with many small cafes and restaurants in the base of the building. Tickets are not timed, but are valid only on the day of issue. After buying the ticket I was told there was a 30 minute wait to get on the flyer and that it is quite hike from ticket office until base of wheel.

Neither were true. There was no waiting and took about 5 minutes to walk to wheel base. There are plenty of queuing pens 谩 la Disney so at peak times I can imagine it can take a very long time to board. I went on week day, at dusk.

To get good lighting for photos, I would suggest boarding about 10-15 mins after dusk. The ""flight"" takes about 30 mins, and the best views are on the 2nd half of the trip, so you get to the top about 30 mins after it starts to dim.

Each capsule takes a max. of 28 people. This would be really cramped. We were 10 people and even then each of us had to take turns taking photos.

Still at 鈧?2 I would do it again.",,,
,,Just Okay.,3,,"Well, for SGD 20+, I can say it's just okay for tourist but let me warn you. There's lots of things to see but not much things to do. I recommend the Singapore Food Trail just below the attraction place and get the ""Kampong"" feel while dining.

The attraction itself? Hmmm. Just okay.",,,
,,Relaxing way to see Singapore,4,,"Worth a visit, especially if you don't have much time as you get to see a great panoramic view of Singapore.",,,
,,Pleasantly Surprised,4,,"I was skeptical鈥?this just seems like such an over-priced tourist trap to me. I live in Singapore, and have been underwhelmed by the reviews from friends and colleagues.

But I was very pleasantly surprised by how much I enjoyed the Flyer鈥?it鈥檚 a wonderful feeling to be soaring over the harbor and city.

Each capsule wasn鈥檛 overcrowded, and the full rotation was a good length鈥?not too fast but not so slow to be boring either. I would highly recommend to locals and tourists alike.

Please note: Prams and strollers are NOT allowed. This was a problem for us鈥?our baby was asleep in his stroller and we were forced to wake him and carry him onto the Flyer pod.",,,
,,Amazing views,5,,I was a bit reluctant to go in this as I am not good with heights but...it was worth every minute. Luckily it was a clear day and not too hot. The views are what you pay for and the cost I felt was reasonable. Singapore is a lovely city and this is a must do if you are there.,,,
,,Cool...,5,,"First I thought I don't want to ride this thing..then my sister told me that I wouldn't even feel that its moving. Well she's right! This thing moves so slow that you wouldn't even notice you're moving. Because of this, it gives you better shots when taking pictures. The views are spectacular!",,,
,,Great views of Singapore.,4,,"Well worth the $33SD trip fee. The views from the "" big wheel"" are awesome. Take the trip late in the afternoon to get the best views of the tall buildings of Singapore. Also likely to be less crowded at this time. Extremely well organised except that the pre- trip displays are too many and rather boring. Afterwards try the Indian restaurant at the complex. Very good value for money and very good food. From the Flyer there are good views of the new Marina Bay Gardens which is a ""must"" if staying in Singapore for a few days.
We took in the Flyer as part of an organised evening trip of some of the major sights in Singapore including Raffles, Clarke Quay, the night laser show, Buggis Street Market etc. excellent value for money trip.",,,
,,Singapore views,5,,What a great attraction to see the whole of Singapore CDB and beyond. Choose a nice day and see for miles. Well worth the ticket price for a family.,,,
,,Great Views,5,,"The Singapore flyer costs S$33 per person for a one hour ride offering spectacular views over Singapore. Lots of photo opportunities, very comfortable - our capsule only had about 10 people in it so we could move around freely looking out in all directions. We had no queues and no problems at all. This attraction is within walking distance of Marina Bay Gardens and Marina Bay - just follow the footpath over the bridge crossing the river. Awesome.",,,
,,Great views of Singapore,5,,Tickets cost about 33 Singapore dollars which is probably similar to London eye and in my opinion are well worth it (its bigger than London eye too). The revolution takes about 30 mins and provides you with the most amazing views of Singapore and beyond. A nice relaxing way to spend half an hour!!,,,
,,Boring!,3,,"Have visited The Flyer twice mostly because I've got overseas friends in Singapore. Unfortunately, the Marina Bay Sands' Skypark and the Supertrees have become very good alternatives to the Flyer. It is boring because it is just one round up and down in 28 minutes. For a great city view at any time you like, I would still prefer to go somewhere else. My choice would be Skypark - or simply go to Kudeta lounge for a drink. Visit Indochine at the Supertree rooftop, it's only $18 or so for a drink and a view. There are many high rise buildings in the city with restaurants and bars. I just don't think it make sense to go round in 28 minutes, pay for it, and got no drink! I suppose it works when you have kids though..",,,
,,Excellent views.,4,,"Worth doing, even if you are petrified of heights like me! We had a fantastic view of the area, and spent a longer time up in the air. At least it felt like that to me!!",,,
,,come by the sunset,4,,"touristic experience - long queues, scholars making photos on their i-phones, souvenir shops... But if you are first day in the Singapore and lucky to finish the queue by the sunset - the views are really impressive an beautiful, the ring itself is highlighted in different colors, the city is calmly coming to the dark with so many lights... I liked it anyway",,,
,,Good views of the city.,3,,"Recommended as an intro to the city on day 1. The views give a sense of perspective to the main part of the city. You can look out to sea, across to the port, pick out the shopping areas and even look down on part of the Grand Prix circuit.
The food court at ground level provides a variety of reasonably priced freshly cooked dishes.",,,
,,Excellents views of Singapore,4,,This tourist attraction is expensive but worth the cash as the views are tremendous. TIP: Try to go just before sunset and enjoy breathtaking scenery.,,,
,,Romantic dining above Singapore!,4,,"Nice dinner aboard the Flyer. Beautiful at night with the city lights. Good service, good food. A bit pricey but once in a lifetime experience.",,,
,,Avoid if you can!!,3,,"It is a giant observational wheel. moves extremely slow and finishes one round in 28 min. too slow and boring. Its good for having a view of singapore and taking some pics but within few minutes, it becomes very boring as it takes so long to finish.

Worse it is 33 S$...

NOT AT ALL WORTH THE MONEY!!",,,
,,Awesome views of the city,4,,"Awesome views of the city once you're high on top of the Flyer. :)
Just as another reviewer stated, this is best viewed during sunset. Last week, we arrived around 7:10pm and there was about a 30 minute or so wait to get on the actual ride. But it was worth it because we were on the ride while the sky was still blue (awesome photos) and not too dark at night. The ride is about 30 minutes long and it moves slow enough that you don't feel nausea.",,,
,,Ok for the SG first timer,3,,"Nothing fancy just looking at the city from the above. Its an ok experience. Actually, Id rather just stay in the marina bay sands and get the same view every time i want鈥?But its something that you have to take at least once",,,
,,Still the World's Biggest Ferris Wheel,5,,"Ns complete without a ride on the Singapore Flyer. Yes, it is located in a somewhat touristy shopping building, and yes, it lets you out conveniently in front of its souvenir shop, but the views from the wheel are pretto visit to Singapore iy spectacular. We went up in the morning on a fairly clear day and had wonderful views of the Singapore Straits, Gardens by the Bay, the Marina Bay Sands and Marina Bay, the Colonial District, the Fullerton Hotel and the Merlion, and the Central business district. The wheel never actually stops and makes a very slow revolution which takes about 20 minutes or so. I thought that was just about the right amount of time. Our compartment was fairly empty so we had plenty of space to walk around and take in all the views. I am told than the evening views from the wheel are more dramatic, but we felt once was enough.",,,
,,Great experience especially the lights at night.,4,,Bit of a queue but well worth it. If you see nothing else in Singapore go here and see one of the cleanest cities around.,,,
,,Has to be in your to do list,5,,"We did the flyer in the morning n still it was a beautiful view. U can see over the F1 grand stand, garden by the bay, the CBD. Of course it would have been more gorgeous to do the same in the evening as the light and the beauty of the lights would have been quiet perfect view.Our toddler was a bit scared at first to see the view but she got comfortable n loved the pod space.",,,
,,Good expirience,4,,"This is big revolving capsule ,good place to see singapore skyline ..excellent views from any angle ..safe not at all frightening .Capsule was stable",,,
,,"awesome time, glad we had a coupon",4,,We were given a coupon for buy one get one tickets so we decided to go. I don't know if we would have gone if we didn't have that coupon but I am really glad we did. The views were amazing and it was just such a cool way to see the city.,,,
,,good place to have a view of Singapore,4,,It's good to take picture from the cabin! The glass is clear enough to not ruin your pics! just don't go at noon! you could be burnt up there!,,,
,,must,5,,it is really beautiful. give a panoramic view of the city. youshould go in the evening as it is even more beautiful with all the lights on. can take a combo with duck tour. kids would love it.,,,
,,Great Views,5,,"I dont like heights but this was very smooth and slow. great photos were taken up in this flyer, plenty of room and a seat if you rather sit",,,
,,Amazing Views,5,,"Amazing views of the entire city, you can see the ports, the F1 tracks, the highrise buildings. We went around 6:30pm, if you plan to take pictures, then I suggest going earlier.",,,
,,ok but other places for view,4,,Enjoyed the experience but the rooftop of marinated bay sands better view. Do one or the other but not both.,,,
