id,uid,title,score,date,content
,,Huge free park in the middle of Singapore,4.0,,We enjoyed a relaxing walk in Fort Canning Park after seeing Orchard Road. The park is huge and can take a couple of hours to walk around. We particularly enjoyed the spice garden!
,,Lovely park - Battle Box closed though,4.0,,Nice park to spend a few hours walking round. Lots of plants to see and old structures to look at. Sadly the Battle Box is closed for refurbishment.
,,Beautiful gardens,5.0,,"Spend a few leisurely hours wandering around this garden admiring all the wonderful plants. The old relics are interesting, loved the steep staircase above the old gate."
,,A good way to admire nature,4.0,,The area around YWCA Fort Canning Lodge is made pleasant by the scenery of Fort Canning Park. One feels like walking down memory lane while admiring the nature around Fort Canning Park.
,,Battle Box - Still Closed,1.0,,"Renovations!!
Battle Box is still closed.

I went to the Battle Box in May 2013 and it was closed for ""minor works""
I went there again in August 2014 and still closed.

Many thousands of British tourists come to Singapore every month with many looking to see where their relatives fought and died during WW2.

Singapore get your act together this really is very poor!!."
,,Peaceful escape,5.0,,"Green, quiet and tranquil, this was the first botanic garden to be created so it's full of lovely plantlife. We visited on a Sunday and found it occupied by families enjoying picnics, old men doing tai chi, young couple strolling. It is a huge park so you can always find a corner to yourself to chill out in. There are toilets etc. There is quite a flight of steps to get into the park but it is worth the climb."
,,Civilized Jungle,5.0,,"In Singapore there is a large park on the hill which once was important for the security and governing of the island. Now it is the most wonderful walking park with many paths and plants (trees, flowers, etc.) that thrive in the tropics. Allow yourself several hours to enjoy this park. It is good to start at the Herb Garden and see all the many spices that once made Singapore the popular commercial center it is today. Then a little farther up the trail there is an archeological excavation which describes a lot of the history of the ""fort"". Beyond that are vegetation of all types as you circle around the hill. The views of the city in every direction are outstanding. Although it does not get much press, this is a very worthwhile place to put in a few hours."
,,Refreshing!,5.0,,"Its a long walk but worth every step. Very refreshing and once you reach the top, the view is amazing. Centre of singapore and well maintained."
,,Good history and morning excercise,5.0,,Park contains organised tours through the war bunkers. Also a great park to do morning jogs around. Very fresh air at the park within inner city.
,,Great morning run!,5.0,,"Smacked in the heart of the city, Fort Canning Park is definitely a must-visit when in SG.

It's a good place for a morning stroll or run. I enjoyed running and exploring around and at the same time, it was also interesting to learn more about the history of singapore."
,,Serene beauty,4.0,,Took a stroll through this park and learned a little history and enjoyed the spice/herb garden. Even found a wandering rooster.
,,Great Place,4.0,,"A hidden gem in Singapore, just walk around and take in the history of the place. Raffles built his home here. The WW2 Battle Box is located here. The old Grave yard is also here. A must see and do."
,,Nice place in the afternoon,4.0,,"Its near Dhoby Gaut station. Near from Cathay cinema. Need to walk to reach this place. Its very convenient environment. There are many trees in here. You will enjoy this place. Its historic place either, inside there have underground called 'battle box'."
,,Fantastic place to spend an afternoon,5.0,,"Fort Canning Park is just a short walk from Orchard Road and goes all the way to Clarke Quay. So it is right in the center of the city and you can walk in from either of these two places. I like to walk from Orchard and end at Clarke Quay for lunch or dinner. There are amazing trees and plants in the park. I have been to Fort Canning Park probably a dozen times, but I have never actually explored the fort areas of the park. The nature is what draws me in. There are a couple of absolutely colossal Banyan trees and some other trees that I don't know the names of. There is a tree that spans a football field that is just down the hill directly below the lighthouse. It is amazing, and I attach a pic I took that doesn't do it justice. It is one of my favorite places in Singapore and I love spending an afternoon or morning in the park. Free to enter as usual in Singapore."
,,An interesting walk!,5.0,,"I was told about this park & had to visit..after climbing loads of steps on the City side...had a lovely view from the top over parts of the city below. loved the various trees (some huge) & lovely plants...a very well kept park....i went on quite a hot & humid day...so that had some disadvantages lol..sweating lots!!..got to the old Fort area & that was worth a walk around, enjoyed the huge gateway (see photo)..I'm glad i visited this park must....i then walked through the Gateway, walking down hill, which took me past the Fort Canning hotel...(i would certainly consider staying here for a few nights). I would certainly recommend this park...however i was approached a few times by beggers..i was on my own...so maybe go with someone!!"
,,A mixture,3.0,,"Was here in November 2013, during my walk around Fort Canning Park there is a variety of trees and vegetation. I was really interested in the Battle Box in the park. If you read other reviews it is closed, but you can see the entrance into the fortification and other parts that are visible above ground. I would definitely recommend that you be a regular walker or have good fitness levels, there are a lot of stairs to fully explore this area.

Also pick the time of day you go, I was caught in a tropical rain shower in the late afternoon. However I did enjoy the walk around Fort Canning."
,,Nice park,4.0,,"It is a nice for a stroll or run, and they have theatre in the open air quite often too. If you are looking for a good workout, try running up the many sets of stairs!"
,,An overlooked gem,5.0,,I come to Singapore regularly but it was only recently that I discovered Fort Canning Park -recommended to me by a resident. Now I never miss it. There it is right in the middle of downtown. A green oasis and well explained history to see too. Especially good if you don't have much time and want to stretch your legs.
,,A real treasure amidst modern town,5.0,,It's almost unbelievable there's an old place hiding among this modern city of Singapore! The place is right behind the Clarke Quay tourist attraction. Walking through lush & green garden all the way up to an ancient gate is an amazing experience. Many big tropical trees are fruiting in June and many flowers are blooming. This nature trail is really worth my time.
,,Fort Canning Park - What a surprise!,4.0,,"This attraction is the least any tourists would look into. I, too, stumbled upon this place while looking out for a nearby MRT to reach home. It's a vast park, be prepared to give 2 hours to it to see her beauty, bask into her serenity and understand the history behind the place.

It's next to the Central Fire Station on Hill Street, hence the entrance is easily overlooked because of the big open space in front that looks more like a resting place. The steps were the ones that attracted me to probe further in, to find out what was actually on top. It was in the evening around 5.45pm. Sorry folks, no elevators, but vehicles could be driven right up to the Raffles House, which now is opened for private social function bookings.

Take your time to climb up the many steps; else you would be breathless by the time you reach the second level (by the way, there are so many entries/exits you have to discover which ones you like for re-visits).

The first lighthouse was built there and the importance of its presence to guide the seamen into and out of the ports, before the skyscrapers in front blocked the sea views. Sir Raffles built his house there. It was not so much of the history, but the landscaping of the rainforest trees that were really mesmerising. If only trees could speak....

Well, enough for disclosing this much, go for the discovery. This one is definitely for nature lovers, not shopaholics."
,,Nice Green Space,5.0,,"I didn't plan to visit fort canning Park while I stayed in Singapore. It was coincidence, I walked nowhere and found stairway to hill near by clarke quay. I took a step and walked there. I knew that the name of this place is fort canning later. The park is really green and we can find some historical site. It was nice afternoon walk and I could see Singapore down town as a background behind the tree. Cool place to sit and relax."
,,A breath of nature and history surrounded by city.,4.0,,"Had my morning walk at Fort Canning Park this Vesak public holiday.
I walked from Dorby Ghaut Mrt to Penang Road then to Clemenceau Ave which take around 10min. It is actually just behind of Park Mall.
Realised also that Fort Canning Park is also accessible from City Hall and Clarke Quay Mrt!
A very nice exposure for me with friends back to nature and the past.For me,it is different from other nature park with extra sense of historical background! A gem in the city!"
,,Nice step in the past,3.0,,It is a nice park which let you step in the past of the island. There is also a nice view from the top.
,,A nice public park with history,5.0,,"A little climb, yet the history, tranquillity and views of Singapore through the trees are well worth it."
,,Awesome Place to spend a day,5.0,,"Fort Canning park is a nicely landscaped place featuring walk paths through thick green gardens with a variety of botanical arrangements. It also features a WWII history museum called the Battle Box, which is a must watch. They have put mannequins from the company who does these for madame tussauds museum. They are placed in several WWII situations. We were lucky to have found a historian there who had a firm grasp of all those events and our visit turned out to be more fun and educative."
,,Wonderful example of Singapore's greenery,4.0,,"One of my favourite green spaces in Singapore is Fort Canning Park, which is located just behind Clarke Quay and Boat Quay on the Singapore River. Fort Canning was a fort during World War 2 and still remnants of the time remain for you to explore, including the Battle Box, which is an indoor history of the time period, although this is not free, it is nonetheless a good addition to the park.

I have never seen any monkeys at Fort Canning, either, which is a good thing! What you can see, however, are little reminders on the fencing that some of Fort Canning Park is off limits to the public, as some military exercises are still undertaken at the summit.

All in all, Fort Canning Park is a lovely green park through which to stroll for an hour or two. There are ample picnic areas, if you want to bring a snack or two, but remember to leave nothing behind. There is also a little snack bar at the foot of the park, but it is not always open. Be aware that there is nowhere safe to shelter from thunder and lightning at Fort Canning Park, as there are lots of high trees which can be a safety hazard, and although the park is not as big as say Bukit Timah or Mount Faber Park, you should still check the weather forecast before you go, just to be on the safe side."
,,A lovely compact park,4.0,,"Canning Park has the advantage of being easily reached and is blessed with a range of lovely views of parts of Singapore. Being in the tropics the lawns are truly lush and the plants overflowing with vitality.

What this park has that sets it a little apart from, say, the very impressive Botanical Gardens in the same city is that it has a range of points of historical interest. These range from parts of the old fort, to the large Canning Centre which is used for exhibits, to the 'Battle Box' which was the British HQ in World War 2 and also to exhibits of archaeological aspects of Singapore.

Furthermore if you are keen you can attack this early in the morning from the opposite side of the part to the National Museum and, after your stroll, enjoy the air conditioned amenities of aforesaid museum. In fact the truly keen could then move from there to the Singapore Art Museum and thence (if their brain isn't overloaded with facts by that point) to the Peranakan Museum.

Highly recommended."
,,relaxing stroll,2.0,,It was a nice walk through although be prepared to walk up alot of stairs. Would have been better if there wasnt so many attractions closed for maintenance.
,,Nice setting but horrible staff,2.0,,"We were really surprised at how small the rooms are. The ""star architect"" who designed the place should have known better to make ONE big room instead of two tiny ones, maybe then the bathtub would not have had to be on the balcony!
One more negative point was that the walls are not sound proof. You can hear everything your neighbors do and say and consider they can hear you too!

We were disappointed about the hotel management as well because we felt that guests were treated like a burden for the hotel staff. We were never greeted or even acknowledged, instead the receptionist was busy rolling his eyes at us whenever we asked about normal things like where the breakfast is located.

The sink in our room was badly damaged and we told the reception three times to fix it. But nothing was done during our 7 night stay.
It's a pity because this hotel has plenty to offer. Two big pools in a green sunny garden, a very good restaurant and the wonderful Fort Canning park which is a quiet oasis in the heart of the city at any time of the day.

If you like to walk you can reach big shopping malls, the Orchard road, Marina bay or Clarke Quay in 10 to 20 minutes by foot. In the late evening the hotel offers a sundowner with different types of wine for free in the lush garden. With a motivated staff it could be a good place especially in the beautiful setting.

So overall we cannot recommend this hotel considering the attitude and lack of motivation of the staff and management and the unpractical room layout."
,,Nothing overly interesting,3.0,,Nothing too interesting here in Fort Canning Park. There are some amazing trees which look like they would be hundreds of years old - it would have been great to have some information on them because they were very impressive! There is a lot of shade in this park and we also saw a few runners. Nice varied terrain for a run.
,,garden above the city,4.0,,"Basically above the city this garden is another place to escape the city. Like botanical garden and the southern ridges. Don't expect any exotic plants. It's more like a quiet place to hang out.
On the northern side of the park, behind the National Museum of Singapore there is a escalator to go up to the gardens."
,,Great garden,4.0,,They have lots of shades so it is not so hot. There is also a spice garden where you can see some tropical spices in South East Asia. I had a run in this park and it was so pleasant!
,,"Trees, Tradition and Tranquility",5.0,,"I will never look at trees the same way again. Not after touring with Yap and Teck Seng, both volunteer guides, through Fort Canning. Besides talking about the history of the park (former residence of Malayan Kings, the Forbidden Hill, British stronghold, Botanical Garden, etc.), they also brought to life the true spectacles of the park: the giant trees, flowers and plants that have played witness to the park's history.

Their passion, knowledge and enthusiasm about the park, its history, and the beautiful grounds is absolutely mesmerizing. I can't think of any other way to describe it. One can't help but be drawn in by their stories.

Fort Canning is one of the highest points in Singapore. From atop the park, you have a bird's eye view of Clark Quay and the city skyline. It’s incredibly convenient to get to via Dhoby Gaut MRT or Bra Basah MRT. Based on one of the guest’s comments, public transport is probably easier as he had difficulty finding nearby parking.

My tour highlights include:
- Fort Canning Gate - try opening/closing it by yourself. It is HEAVY!
- Heritage Trees
- Keramat Iskandar Sha
- Sir Raffles former home
- The reservoir
- Learning about how figs get propagated (absolutely fascinating)
- The archaeological dig

A few tips:
- Plan to visit for at least hours
- Sign up for one of the FREE Saturday afternoon tours on the park's website: http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16&Itemid=75
- Bring a bottle of water (there are no water fountains around)
- Bring mosquito repellent

I hope that when you schedule your tour, you also have the pleasure of touring with Yap and Teck Seng.

By the way, did I mention the tour is FREE?"
,,Splendid View of Singapore from Fort Canning Park,4.0,,"You can start your tour of Fort Canning Park via the National Museum pathway entrance or at this location from Hill Street - entrance is next the Ministry of Communication (former Hill Street Police Station building)...it will bring you up to the Raffles Terrace. I recommend you start the walking tour at the National Museum because there is an outdoor escalator that will bring you to the top of Fort Canning...it's located at the left side as you approached the Museum building.

Discovering Fort Canning Park Attractions - covers the Fort Gate, The Battle Box, Fort Canning Historical Sites includes the Keramat - Sultan Iskandar, Spice Garden, Raffles House and Raffles Terrace. A unique view of Singapore from Raffles Terrace - a grand view of downtown Singapore, the Marina Bay Sands Resort, the banking district buildings...Sir Stamford Raffles probably enjoyed the view so much in the British Colonial Days of 1800 that they build a bungalow for him at this hill top!"
,,Historical!,4.0,,"Beautifully kept grounds and gardens to wander through. Good historical plagues set up, but unfortunately the Battle Box was shut on the day we visited. Still - a lovely spot wo wander."
,,Central location,4.0,,"Large park and lots to see in that area. We for example went there after a visit in National Museum. Well maintained, like all parks in Singapore. Nice buildings and some historical sites too, like old grave stones for example"
,,"Peaceful, well kept",4.0,,"This is an excellent park for a walk. If you are visiting Singapore for the first time, go to the Singapore Botanic Garden first. If you have been in Singapore or visiting for a longer stay, this is an excellent place for an evening stroll.
The park is well-kept and there are interesting plants to see. You can walk around the park in a reasonable amount of time. There are other people around, but it is definitely not crowded.
It's simply a wonderful, peaceful place for a nice walk."
,,Park with a history,4.0,,"The many parks in Singapore are all well kept. Canning park add some history to that with some relics from another era. Though there's not so much left from the fort, you still can get an impression. The park lies on a small mountain, and has a fence around the top part. I haven't found out why. An officer told me tere was a reservoir...
Besides this, beautiful trees, one of them with hugh aireal roots hanging downwards, are all around."
,,Nice place for a walk,4.0,,"Enjoyed a lovely couple of hours strolling around, watching the squirrels and enjoying the herb garden. Take plenty water though, there are no shops nearby and when the heat and humidity take their toll, you'll need it. I looked like I'd been thrown in a swimming pool by the end of it. Oh, and it's steep in lots of places."
,,Tranquil,5.0,,A lovely place to have an early morning walk through the park. Lots of locals doing Tai Chi in the park.
,,Easy Access from Orchard Road,4.0,,"Fort Canning park is easily accessible by steps from Orchard Road.
There are convenient steps behind the National Museum.
The Battle Box is worth a visit to get an idea of the last days of British Imperial rule.
Taxi's go to the Battle Box visitors centre if you do want to use the stairs."
,,good place for picnic,4.0,,"It is a quiet park, suitable for picnic and a casual walk. A cooking school is also nearby, where you may drop a visit."
,,The Long Bar at the Raffles Hotel and History of WW11 at the Battle Box,5.0,,"It is obligatory for me, when I come to Singapore, to go to The Raffles for a Singapore Sling in The Long Bar. The Singapore Sling was created by bartender, Ngiam Tong Boon at The Raffles Hotel in 1915. He used fresh lime juice, pineapple juice, Benedictine, Orange Liqueur, Grenadine Syrup, Angostura Bitters, Gin and Cherry Brandy to ""knock your socks off"".

It is an amazing experience, steeped in so much history. From there I make my way to Fort Canning Park. I've been to Fort Canning Park on four separate visits to Singapore. I toured the Battle Box each time as I found the history of this place fascinating. There are 26 rooms in The Battle Box which re-enacts the final days of the takeover of Singapore. The Battle Box has specially crafted wax figures, some of which can move and talk using animatronics. I found the re-creation scenes extremely emotional and you can get a sense of what it must have been like for the soldiers who served there. Apparently the Battle Box is closed for renovation but if you get the chance when you go to Singapore and it is open, you must go to the Battle Box to experience this fantastic exhibit.

Fort Canning Park is well maintained and Fort Canning Centre shows life in another era. Gattopardo Italian Grill & Pizza Bar serves fine food and on another occasion, the Indian Restaurant located at the rear of the Old Married Soldier's Quarters served exceptional food at cheap prices."
,,Big humidity but amazing,4.0,,"Humidity was very high, you will be sweaty in one minute, but it is amazing. In the middle of the city, a real beautiful park was preserved, where you can find several nice trees, flowers, birds and some excavations also. You have to spend approx one hour here, worth of it."
,,One of Singapore's secrets- near the National Museum; accessible from Dhoby Ghaut MRT station,4.0,,"Fort Canning Park is a peaceful area- ideal for a stroll as part of a day trip.

It's near to other attractions: principally the National a Museum of Singapore, which is an excellent place to visit, with two good places to eat.

There is signage within the Park to guide you to places of interest. Also, there is a hotel within the Park area.

I found it particularly interesting on this visit to look at a wall of burial sites- part of the interesting history of Singapore.

I suggest that if you are visiting attractions in the area, you make the additional time to take a walk through the Park."
,,"Dilapidated buildings, nice flora though",3.0,,"When you visit this place, you can expect to see some old fort gates, Raffles' House, Old Married Soldiers' Quarters and the Fort Canning Centre - an old barrack of the British Army in Singapore, all very run-down. They are for special events on bookings. Visitors or members of the public can visit any time though, take a look inside these buildings, they are empty. If the place is filled with people some events must be on-going, e.g. weddings (due to the registry of marriages next door). The place is also popular with students (from a nearby university) and people going there for picnics. Before visit, download a map of the park, plan at least 1 hour strolling through the park. Park is open 24 hours, but night time strolling is not recommended, pathways are very dark and dangerous. Other attractions include the archaeological dig exhibitions, Spice Garden, Cupolas, Battle Box, 2 9-pound cannons, a replica lighthouse, ASEAN Sculpture Garden and a Sally Port."
,,Close to the city,3.0,,"Visited the Park after a morning in the National Musuem, it is a sea of calm. I was hoping to visit the Battle Box but it was closed and apparantly has been for quite a while. There is quite a bit of work ongoing hopefully completed soon. It is an enjoyable walk through the park and it does take you down to Clarke Quay."
,,disappointing,2.0,,After walking from the local MRT station I was disappointed to find that the battle box is closed indefinitely and that there isn't really much else to do there. I wandered around the grounds for a little while in an aimless fashion eventually finding my way out! On the plus side it is next to the national museum which is definitely worth a visit and there are some nice photo opportunities if you are that way inclined!!!
,,"Beautiful place but full of construction, with poor info about how to avoid it.",3.0,,"Poor info generally in the park, as well as a lack of food and drink. Battle Box closed too with little info provided. Fort Canning Centre is grubby, with poor lighting and expensive exhibits. Spice garden is nice though."
,,Lovely green way to get from hotel to Orchard Rd shopping.,4.0,,Pretty walk through historic location Respite from heat and bustle of busy city. Read about the history of the city. Beautiful trees and well kept grass with seating to enjoy the cool breeze.
,,Stunning Grounds,5.0,,I had a wonderful time wondering through Fort Canning Park. There is a lot of history to read about and a few artifacts to see. The gardens are superbly maintained and some of the trees have to be at least 150 years old. A great photography playground. I came across a local in the Spice Garden who happily shared his knowledge about the many herbs and spices used in traditional cooking. It's close to the centre of town so very easy access.
,,Ballet on the grass,4.0,,We went for a performance on a Saturday evening with a picnic hamper and had a delightful time.The performance itself was outstanding and was further enhanced by the setting and the freedom to lounge on the grassy slopes partaking of some delicious fruit and snacks.
,,Lack of up to date information on website,2.0,,After checking website was very disappointed to commute to Fort Canning to find the venue closed and especially a note at the Battle Box door advising that it would be CLOSED INDEFINITELY.
,,Runners' and Walkers' paradise,3.0,,"Approaching Fort Canning Park from the marina area you will see a very odd site - a lighthouse buried in green foliage and creepers. It used to be the 'welcome' place for foreigners entering Singapore hence I guess the lighthouse. Fort Canning is just south off Orchard Road. It's literally a high point of a trip to Singapore. More hustle and bustle than the Singapore Botanical gardens but impressive because of its height and historical significance.
If you need a workout this is the place for a run or a brisk walk. Up hill and down dale.
If you are fighting the shopaholics then you might be able to drag them into Fort Canning Park as its so close to Orchard Road shops - you can see the shops, I'm sure from the park. Casual walking and site-seeing abound.
There's also a hotel in the park. Worth a look around and maybe it's a place to stay next time, being part of an oasis in shoppers heaven. There are two pools that seem little used so take the plunge."
,,Very Nice Park,4.0,,This oasis in the middle of Singapore near both Orchard Rd. and the CDB is worth a stroll if you want to surround yourself with some green space for a while. There is also a very well done WWI museum in the park that recounts the war as it affected Singapore. There are several paths in the park and it would be worth spending an hour our so if you want to escape the urban scenery for a little while.
,,A park and a historical site in one,4.0,,"I took a quick early evening run from YMCA to Fort Canning and ended up staying for hours.

Fort Canning, located at a hill which used to house defenses for the 'old' Singapura is a free park and historical site in one. It's a welcome respite from the hustle and bustle of commercial Singapore and you could spend hours jogging and enjoying the flowers, trees and birds.

The views of the city from Fort Canning are spectacular. There are historical markers which offer visitors a glimpse of Singapore's past.

I particularly enjoyed the old cemetery with the lovely open area used for performances.

Highly recommended!"
,,A pleasant walk with glimpses into Singapore's history,4.0,,"There are several entrances to this Park - I took the escalator next to the National Museum. I then followed the signs through the Spice Garden and the archaeological dig to the Fort Canning Centre - not much was happening here (it would be a nice location for a coffee shop) but I was able to pick up a map of the Park which assisted my exploration of the area and my understanding of what I was seeing.
The map suggests three self guided walks - heritage trees, Singapore's Ancient History and Singapore's's Colonial History. By circling the top of the hill and descending via Raffles House, the Flagstaff, the Lighthouse and the Mural Wall, I saw most of the sights. From Raffles Terrace there is a great view towards the Marina Bay area. I was disappointed that the Battle Box was closed (indefinitely and without explanation, if I remember correctly). I stopped for a morning coffee at the Glass House Cafe in Hotel Fort Canning."
,,Besides a walk down memory lane...there is nothing much here.,3.0,,"Good: -This place is part of Singapore's colonial history, which Sir Stamford Raffles did as part of his city planning. -Many famous people have their graves, scattered around the premise. -Still in its original condition. Bad: -Mosquitos are present. -No eateries. -Hot weather."
,,Fort Canning Park,4.0,,Fort Canning Park is the oldest park in the heart of the city. Some early artifacts like porcelain bowls have been discovered here and they date back to the 18th century. FCP is an ideal park and is the favourite haunt of young lovers who...More
,,Place for a leisure stroll,4.0,,"The fort, as such does not have anything to offer. The place around the fort is good for a leisure walk in the evening. And you can continue the walk and end at Clarke Quay to unwind in the night"
,,battlebox closed for renovations,2.0,,went here for last few hours before leaving for the airport with the main purpose to look around the battlebox museum. finally found it with a notice on the door saying closed for renovations. our concierge had looked up the website the night before to...More
,,Beautiful park for a romantic walk,4.0,,It is very peaceful and beautiful. You forget that it is located in the middle of a huge city. Nice for a romantic pick nick!
,,Historical!,4.0,,"What a beautiful preservation of whatever that is left of Singapore. Thank you Mr Government! Take a stroll, enjoy the quiet beauty or sign up for the battlebox tour. When you are tired, head down to the hotel for tea!"
,,A visit to Fort Canning Park,4.0,,"Visited Fort Canning Park last week. Unfortunately the WW 2, command bunkers was closed for maintenance works. Nevertheless, the historical feel of the park remains untouched like the old lighthouse, Fortress gateway, King's tomb and old grave stone memorial wall. These sites are well inscripted...More"
,,A great historical park,4.0,,"Evaluated as a park alone, Fort Canning definitely can't beat some of the other beautiful green spaces in Singapore like the Botanical Gardens. The true value of Fort Canning is its historical significance. To get the most out of your visit, I recommend taking one...More"
,,Take a guided tour,4.0,,"I agree with a recent review that it will be extremely useful to take a Saturday guided tour to learn about the fauna (e.g. ginger plants, herbs, palms ...) or a historic tour provided free of charge by volunteers under a National Parks programme (check...More"
,,Tranquility in the city,4.0,,We were walking from Chinatown to Orchard Road today and passed through Fort Canning Park. What a pleasant oasis of tranquility in the city: a great place to escape and relax for a bit. We were there at circa 3pm and the park was virtually...More
,,On the way to Clark Quay!,4.0,,This is the closest quiet oasis to Clark Quay so good to cross the road for a little bit of peace and quiet.
,,Waste of time,1.0,,"I made the trip out to Fort Canning to visit the Battle Box....Upon arriving there was a note on the entrance saying ""closed until further notice"" Well done Fort Canning you could have put this on your website!! NOT EVEN SORRY ON YOUR NOTICE!!"
,,Beautiful park,5.0,,"For those who love nature, history and some peace, this is a place that you should go. Fort Canning park possesses many cultural and historical values besides a beautiful nature. A scent in the park that was so light and pure made me feel so refresh and calm. Even when I'm writing these words I can recall that experience"
,,average,3.0,,"The fort Canning park has alot of history to it but, I didn't find it that great. The park is a good place to walk around and its huge."
,,Full of emptiness,3.0,,"Expectations were high as we approached Fort Canning. They dropped as we found the park deserted, the Battle Box closed INDEFINITELY and a noisy ""Bloc Party"" band setting up.
There was a lot of potential there but I think either enthusiasm has waned or money is lacking.
It is a pity because it is full of history and the grounds are beautifully kept. The views are wonderful, there are birds and plants and an air of tranquility. Worth a peek to see the sights, but not a place I would return to unless the Battle Box is re-opened."
,,Time your visit with a free guided walk to enhance the experience,4.0,,"I went with my partner to Fort Canning and attended a free heritage guided walk on a Saturday morning and found it a highly informative and enjoyable way to work up an appetite for brunch!

There's actually many hidden treasures around Fort Canning including remnants of a cemetary, a archaelogical dig, a spice garden and a fort gate. I don't think the Fort Canning experience would have been the same without a guided tour which is why other reviewers have found it disappointing.

The National Parks Board appears to run free guided tours from 4 - 5.30pm on Saturdays <http://www.nparks.gov.sg/cms/images/stories/guided-walks.html>. My tip is to bring mosquito repellant and wear long pants as I was nearly eaten alive at the dig!

<http://www.nparks.gov.sg/cms/images/stories/guided-walks.html>"
,,Quiet oasis and very historic,4.0,,"We spent a quiet afternoon exploring this area. At time of writing the Battle Box was still closed. Aside from this, the gardens are relaxing. The graves are particularly interesting, dating back to the mid 1800s. Definitely worth a look."
,,dissapointing,3.0,,went up to look at this site to discover that the battlebox was closed. the entire canning centre was empty rooms. only one display and that was of a rikshaw. did see an archelogical dig and some other building which was beingused for a meeting. dont bother unless you want to get away from the traffic.
,,Lovely Park with Historical Features,3.0,,"There is easy parking and a short stroll up the hill to the old fort. The gardens are leafy and shaded by huge, ferny trees. We paid to visit the Battery Box which was the underground HQ of the British and Allied Forces in WWII. It is a moving experience being in the actual rooms and hearing transcripts of the surrender of Singapore in 1942. This small underground museum has been lovingly restored and feels totally authentic. The guided tour was well presented and fascinating. It is air-conditioned now and an interesting and cool refuge on a hot day. We enjoyed our visit, but I wished that there was water available in the vending machines instead of just sugary and fizzy drinks. Also there should be more books available for those who would like to research the fall of Singapore more thoroughly. On the whole is was a pleasant way to while away a hot afternoon."
,,Nice stroll,4.0,,"Nice for a quiet walk, can be slippery in places and sometime steep, easy access from several MRTs and the city. Not much to do here except for the underground bunker."
,,grave on the wall,4.0,,"I never knew that this place was cemetery, and was nice with old grave and big tree. Awesome, nice for taking a photo session."
,,Wonderful Experience,5.0,,The park is Superb and we can say it as Garden. Most of the Trees have the description and maintenance of the Park is very well. I have enjoyed the Park a lot. Park is too large and it is almost connected to 2 MRTs and several main roads. It will take entire day to cover the park completely. Also it is picnic spot. The terraces are very good and you can enjoy well. Free drinking water (thru taps) facility is available in the Park.
,,Fort Canning Park,4.0,,It is very hilly but pretty and quiet. There are nice walking trails which all lead up to the top where the old fort is. I didn't go into anything but the park itself if very nice.
,,Interesting glimpse into history,4.0,,"Not all that easy to find - located behind Fort Canning with the ticket office housed in a tiny white building. The Battle Box is filled with models, maps and recreations of life as it must have been 65 years ago. I enjoyed it - the people who opted for the guided tour looked less enthused. I guess it's the kind if place you may want to explore at your own pace."
,,Battle Box....,4.0,,Fine Park to get away from the hustle and bustle of the city. Visited the Battle Box which is worth a visit if you are interested in military history .
,,Singapore History,4.0,,"Tucked behind Clarke Quay, Fort Canning has several spots to visit the history of the fall of British held Singapore to the Japanese."
,,Hidden Gem,4.0,,"We happened across the park as we were walking through the city, and we are so glad we found it. Beautiful park, with some nice walking paths that are excellently maintained as well."
,,Historical journey to the past,5.0,,The place has a really peaceful atmosphere. The dugout was cool too. Very educational and suitable for all ages.
,,beautiful park right next to clarke quay,4.0,,"while the walk is a little up hill, it gives a magificanet view over the singapore river and the city. pleasant in the evenings and really worth a look."
,,Serene Oasis in the middle of the city,4.0,,"Fort Canning Park has a great atmosphere for picnic, watching concert and hold a wedding. You can also go for a walk with your loved ones or go jogging."
,,Great War Museum,4.0,,The animatronics at this museum are great and give you a real feel for the final days before the Japanese invasion on Singapore. Beautiful park like setting and the restaurant on site is one not to be missed.
,,Peaceful and interesting,5.0,,"We stumbled across Fort Canning Park one morning when going for a walk. The kids loved exploring all the walkways and there were plenty of photo opportunities. The gardens are lush and the park has a very peaceful quality. The history of the place is intriguing for the adults and the huge gate is fascinating for little boys! The Battlebox is also a place of huge interest.

There are a LOT of stairs so it isn't suitable for prams, the elderly or young children who want to be carried a lot.

Although this was an unplanned part of our visit it was one of the most enjoyable mornings we had. Just do it early in the day before the heat sets in."
,,The Battle Box,4.0,,We spend half a day there walking to climb the hill and looking around. Spend several hours inside the tunnels dug out before WW11. This was where the decision to surrender to Japanese was made.
,,Shakespeare in the Garden,4.0,,"Check out, if there is a festival or concert. Very nice place to spend some time and walk around in the garden."
,,Interesting escape from the city,4.0,,"This is easy to get to and right in the city. The traffic noise can still be heard but it is at a distance and the green, leafy spaces are a welcome relief. There are interesting things to see - old gravestones from sailors and early settlers of Singapore, archaeological finds, the old gate of the fort, a spice garden and Raffles' bungalow among others. The best part was the Battle Box, which charges a small fee. You won't find any refreshments unless you want to pay large amounts for them at the Fort Canning Hotel, but it would be a lovely place for a picnic as there are plenty of places to sit. There weren't crowds of people there, either."
,,great place to see a concert,3.0,,"in general, i give an average rating - i enjoy running around the park, but it's not extraordinary, however, seeing a concert here is fantastic! eclx"
,,Fort Canning Park,4.0,,Found Fort Canning Park a short walk from Robertson Walk. The park can be accessed by car or bus. Very well maintained and full of history of Singapore
